PartnerProductID-SuiteCRM;Naam;Beschrijving;Verkoopprijs;Valuta;Inkoopprijs;Duur onderzoek;Resource Type;Inkoopprijs Kliniek;Inkoopprijs Arts;Planning basseren op andere resource;Korting informatie;Active;Inkoopprijs overig;Omschrijving kliniek (AFB);Rapporten;Inkoopprijs Radiologie;Inkoopprijs Cardiologie;Kliniek;KliniekId-SuiteCRM;Producten;ProductId-SuiteCRM;Product key
d9694a87-0f52-f9d0-f0a6-5ecfc7637af2;Bloed- en urineonderzoek preventief uitgebreid heren;Uitgebreid laboratoriumonderzoek (bloed en urine) met PSA bepaling;0;Eur;38;0;Cardiologie;0;0;0;;1;0;Grosses Blut bild, inkl. Urin + PSA;Laboratoriumuitslag;0;38;Ambulante Kardiologie Augusta;ae8ea8a1-95c4-d665-4373-5ecfc67d6096;Bloed- en urineonderzoek preventief uitgebreid her;da6d4455-3129-334b-efeb-4ea29ea5ecd6;1103
dabf6d6c-cfcc-4fb4-20d2-653bcfdd3dc8;ECG Inspanning;Elektrocardiogram (ECG) tijdens inspanning;150;Eur;50;15;Cardiologie;0;0;0;;1;0;EKG Belastung;Cardiologie;0;50;Ambulante Kardiologie Augusta;ae8ea8a1-95c4-d665-4373-5ecfc67d6096;ECG Inspanning;4b17cefc-3d54-fbf3-133f-4ea2771446c2;1105
e57904ca-f7d4-27bb-765c-624eff7a4d0b;Echo van de benen;Echo onderzoek van de beenvaten;450;Eur;120;15;Other;0;0;0;;1;0;Ultraschall Venen in Beinen;;0;120;Ambulante Kardiologie Augusta;ae8ea8a1-95c4-d665-4373-5ecfc67d6096;Echo onderzoek van de beenvaten;6f2a208f-6f38-7258-1909-624effc761f9;1128
ed0c3220-be8c-11b4-cbcd-6527e6df248a;Echocardiografie Hart;Echocardiografie van het hart;350;Eur;154,46;30;Cardiologie;0;0;0;;1;0;Ultraschall Herz;Cardiologie;0;154,46;Ambulante Kardiologie Augusta;ae8ea8a1-95c4-d665-4373-5ecfc67d6096;Echocardiografie Hart;4c2c8495-b968-9df7-d0cc-4ea277066cb0;1106
f32442c4-0454-fabc-bade-6319a10eef10;Aan te passen product (eenmalig);Deze tekst aanpassen;0;Eur;0;0;Other;0;0;0;;1;0;;;0;0;Ambulante Kardiologie Augusta;ae8ea8a1-95c4-d665-4373-5ecfc67d6096;Aan te passen product (eenmalig);752310eb-6b55-5343-7d67-568e77be1829;1128
43f7d89e-73fe-6ccf-a22f-679b49b747af;CT gestuurde PRT wervelkolom;CT gestuurde cortisonen injecties (PRT) voor de wervelkolom;270;EUR;90;30;Artsen;0;0;0;;1;0;PRT Behandlung;Radiologie CT;90;0;GRADUS - Orthopadie & Unfallchirurgie Dusseldorf;f90e0ef6-e600-b56c-b9af-679b4021bc10;1x PRT-injectie;e4bf7ce9-afc9-02cb-876e-4e71fed2f5b2;1151
8bbc54fb-4d56-9d3d-9333-67a61f838d82;Facetdenervatie - 3 niveaus;Facetdenervatie - 3 niveaus;890;EUR;500;20;Artsen;0;0;0;;1;0;;Radiologie CT;200;0;GRADUS - Orthopadie & Unfallchirurgie Dusseldorf;f90e0ef6-e600-b56c-b9af-679b4021bc10;Facetdenervatie 3 niveaus;ca96370a-0de2-5997-cb4b-67a620d7c362;1155
cc5004ba-6d9b-644d-4579-67fd20c356e7;CT gestuurde facetinfiltratie;CT gestuurde facetinfiltratie;270;EUR;90;20;Artsen;0;0;0;;1;0;;Radiologie CT;90;0;GRADUS - Orthopadie & Unfallchirurgie Dusseldorf;f90e0ef6-e600-b56c-b9af-679b4021bc10;Facetinfiltratie 1 niveau;ddc99a95-3c5b-6f7b-29b2-67fd20577f43;1147
eedbb02f-683c-2ce0-fa93-5eac2c88940c;PTED - beoordeling;Beoordeling van MRI / CT beelden;100;EUR;0;2;Other;0;0;0;;1;0;;;0;0;Procelsio Clinic GMBH;619c39c5-c437-6e2c-17c2-5eabedb46fe4;Beoordeling Neurochirurg;47649481-49ba-e0e4-3414-5eac2ae81917;1134
28ccdce8-cbc3-fa80-b319-5eac2c12c71d;PTED - operatie 1 niveau;PTED operatie 1 niveau;7900;EUR;4100;4;Artsen;4100;0;0;;1;0;;;0;0;Procelsio Clinic GMBH;619c39c5-c437-6e2c-17c2-5eabedb46fe4;PTED - operatie 1 niveau;c7ea8535-d501-f178-c04a-5f3d17ef27df;1136
521d13b6-21ba-4b09-3cb6-5eac2d8b93c6;PTED - operatie 2 niveaus;PTED operatie 2 niveau's;13900;EUR;5000;5;Artsen;5000;0;0;;1;0;;;0;0;Procelsio Clinic GMBH;619c39c5-c437-6e2c-17c2-5eabedb46fe4;PTED - operatie 2 niveaus;75dbab4a-ba6b-59ac-22ae-5eac28cea411;1137
43a4fd93-0986-2bab-43cc-5eac2e3d2b97;PTED - medische overnachting;Overnachting in kliniek met medische begeleiding;350;EUR;350;45;Other;350;0;0;;1;0;;;0;0;Procelsio Clinic GMBH;619c39c5-c437-6e2c-17c2-5eabedb46fe4;Kliniek overnachting;a718aa3a-6bc3-4842-fe71-5eac29360f6f;1127
1aac9e90-5e43-ad58-1a02-5eac2e3c629b;PTED - partner overnachting;Overnachting in kliniek voor partner / 2e persoon;100;EUR;100;45;Other;100;0;0;;1;0;;;0;0;Procelsio Clinic GMBH;619c39c5-c437-6e2c-17c2-5eabedb46fe4;PTED - partner overnachting;8b458444-7437-5c4b-c2c7-5eac2af98585;1127
9e7bcfc3-39e2-b7ed-2beb-5eb018f90775;PTED - Intake;PTED intake Procelsio;0;EUR;0;2;Other;0;0;0;;1;0;;;0;0;Procelsio Clinic GMBH;619c39c5-c437-6e2c-17c2-5eabedb46fe4;Arts consultatie;366a0f37-f09a-ac19-994f-5eb01780eb48;1135
7aed1079-68c4-ab5a-f0f3-5ecb985b8c0e;Beoordeling MRI Lendenwervelkolom;Beoordeling MRI Lendenwervelkolom;350;EUR;0;30;Other;0;0;0;;1;0;Beurteilung Bilder MRT LWS ;;0;0;Procelsio Clinic GMBH;619c39c5-c437-6e2c-17c2-5eabedb46fe4;Second Opinion;41fd197d-4e61-65ff-9027-4e6a14611ec7;1135
4bc31d22-39df-ac7e-7f1f-5ed63ef551c5;Microscopische revisie OP;Microscopische revisie OP lage rug (LWS);8000;EUR;5500;4;Artsen;3000;2500;0;;1;0;Microscopische revisie OP LWS;;0;0;Procelsio Clinic GMBH;619c39c5-c437-6e2c-17c2-5eabedb46fe4;Microscopische operatie 1 niveau;3e955ac5-4232-2848-18e6-5ed63ee9cc20;1138
da555095-d03b-b27c-f252-5ed64160dd0d;Kliniek overnachting;Overnachting in kliniek, per kamer;150;EUR;150;45;Other;150;0;0;;1;0;;;0;0;Procelsio Clinic GMBH;619c39c5-c437-6e2c-17c2-5eabedb46fe4;Kliniek overnachting;c5bdcb94-181f-d0d4-dca9-5ed6403134d6;1127
cde4c244-7d8c-25a4-733b-63a5b633cf2a;Microscopische decompressie 1 niveau ;Microscopische decompressie 1 niveau ;13500;EUR;4000;4;Artsen;4000;0;0;;1;0;Microscopische decompressie;;0;0;Procelsio Clinic GMBH;619c39c5-c437-6e2c-17c2-5eabedb46fe4;Microscopische operatie 1 niveau;24b7b88f-0ed5-97f7-2a89-634044d4be7f;1138
a93f9cca-8a19-fee4-a13c-66053c42afd5;CT gestuurde PRT wervelkolom;CT gestuurde cortisonen injecties (PRT) voor de wervelkolom;450;EUR;100;30;Artsen;0;0;0;;1;0;PRT Behandlung;Radiologie CT;100;0;Procelsio Clinic GMBH;619c39c5-c437-6e2c-17c2-5eabedb46fe4;1x PRT-injectie;e4bf7ce9-afc9-02cb-876e-4e71fed2f5b2;1151
3017ba10-c0f5-f687-215c-660e9332245f;Microscopische operatie 1 niveau;Microscopische operatie 1 niveau;8900;EUR;4100;4;Artsen;4100;0;0;;1;0;;;0;0;Procelsio Clinic GMBH;619c39c5-c437-6e2c-17c2-5eabedb46fe4;Microscopische operatie 1 niveau;4481b99a-0cb5-63dd-35c5-660e93c0f76f;1138
17c5087d-9a8a-6cf3-12ca-660e949d707b;Microscopische operatie 2 niveau's;Microscopische operatie 2 niveau's;13900;EUR;5000;4;Artsen;5000;0;0;;1;0;;;0;0;Procelsio Clinic GMBH;619c39c5-c437-6e2c-17c2-5eabedb46fe4;Microscopische operatie 2 niveaus;4481b99a-0cb5-63dd-35c5-660e93c0f76f;1139
a756991d-65e8-76f4-0064-660e94bd7b2f;Microscopische operatie 3 niveau's;Microscopische operatie 3 niveau's;16900;EUR;7500;4;Artsen;7500;0;0;;1;0;;;0;0;Procelsio Clinic GMBH;619c39c5-c437-6e2c-17c2-5eabedb46fe4;Microscopische operatie 3 niveaus;4481b99a-0cb5-63dd-35c5-660e93c0f76f;1140
21afac51-aed3-9a5b-0582-660e94631acf;TLIF operatie 1 niveau;TLIF operatie 1 niveau;18900;EUR;9400;4;Artsen;9400;0;0;;1;0;;;0;0;Procelsio Clinic GMBH;619c39c5-c437-6e2c-17c2-5eabedb46fe4;TLIF 1 niveau;1918cb6e-ef01-3b43-1544-660e94822484;1142
58ba6316-8656-22e6-6710-660e940eaf1b;TLIF operatie 2 niveau's;TLIF operatie 2 niveau's;18500;EUR;10800;4;Artsen;10800;0;0;;1;0;;;0;0;Procelsio Clinic GMBH;619c39c5-c437-6e2c-17c2-5eabedb46fe4;TLIF 2 niveaus;1918cb6e-ef01-3b43-1544-660e94822484;1143
70b9620d-0097-8625-4222-67aefa0f136a;Nacontrole Dr. Jost Thissen;Nacontrole Dr. Jost Thissen;0;EUR;0;30;Other;0;0;0;;1;0;;;0;0;Procelsio Clinic GMBH;619c39c5-c437-6e2c-17c2-5eabedb46fe4;Nacontrole Dr. Jost Thissen;3f047e76-b559-1106-2189-67aefa8b60fe;1135
6e1847ce-5ffb-f248-f462-68b17ede12a7;ACDF (Anterior Cervical Discectomy and Fusion) operatie;ACDF (Anterior Cervical Discectomy and Fusion) operatie;13900;EUR;5900;4;Artsen;5900;0;0;;1;0;;;0;0;Procelsio Clinic GMBH;619c39c5-c437-6e2c-17c2-5eabedb46fe4;ACDF 1 niveau;3404d225-b2a8-3c8f-875d-68b17d7d89ec;1145
938d26db-cc06-9446-68b6-5a0040145a6f;PSMA PET Scan;PSMA PET scan van het bovenlichaam, inclusief contrastmiddel;4800;EUR;2500;60;PET CT scanner;0;0;0;;1;0;PSMA PET;Radiologie PET;2500;0;Radiologie Herne - EvK Eickel;4b7dd6e9-2824-b1fe-d515-5e9839813d42;PSMA PET Scan;87d6f275-d5d0-4840-548b-5a0040f85879;1110
cc576f6c-a170-749e-4a94-6666b17ce2c1;Aan te passen product (eenmalig);Deze tekst aanpassen;0;EUR;0;0;Other;0;0;0;;1;0;;;0;0;Radiologie Herne - EvK Eickel;4b7dd6e9-2824-b1fe-d515-5e9839813d42;Aan te passen product (eenmalig);752310eb-6b55-5343-7d67-568e77be1829;1128
d3d7c6b8-316a-a631-4620-4ea2a2181428;PET CT metastasen onderzoek;PET CT scan van het gehele lichaam, inclusief contrastmiddel;3400;EUR;1700;60;PET CT scanner;0;0;0;;1;0;PET-CT;Radiologie PET;1700;0;Radiologie Herne - EvK Eickel;4b7dd6e9-2824-b1fe-d515-5e9839813d42;PET CT metastasen onderzoek;295494a6-18f7-d886-f5aa-4ea29eeb6e29;1109
a99fb27e-e4d1-560e-8aac-4e6a1ef6a39b;Vertaalde samenvatting TB0;Samenvattende Nederlandse vertaling van de rapportage;40;EUR;20;;Other;0;0;0;;0;20;;;0;0;Intertran;847b31c2-60fd-12f8-3302-4e6a176653bd;Vertaalde samenvatting TBx;2ceb4c15-0cc7-ed0f-e50b-4e6a14deeab9;1163
b10ab0d1-c8fb-fc00-df2d-4e6a1ed87643;Vertaalde samenvatting TB1;Samenvattende Nederlandse vertaling van de rapportage;95;EUR;30;;Other;0;0;0;;0;30;;;0;0;Intertran;847b31c2-60fd-12f8-3302-4e6a176653bd;Vertaalde samenvatting TBx;2f60451e-2528-7403-157a-4e6a140741a9;1163
b3005323-4035-d312-7ae7-4e6a1e055788;Vertaalde samenvatting TB2;Samenvattende Nederlandse vertaling van de rapportage;95;EUR;35;;Other;0;0;0;;0;35;;;0;0;Intertran;847b31c2-60fd-12f8-3302-4e6a176653bd;Vertaalde samenvatting TBx;3084a935-8759-c6c6-f204-4e6a14f7a8e3;1163
b4f3fc33-fcb3-55c0-f191-4e6a1e412a21;Vertaalde samenvatting TB3;Samenvattende Nederlandse vertaling van de rapportage;95;EUR;40;;Other;0;0;0;;0;40;;;0;0;Intertran;847b31c2-60fd-12f8-3302-4e6a176653bd;Vertaalde samenvatting TBx;31a73ef0-0f59-8119-d05e-4e6a145d2599;1163
b6e83beb-273f-19cb-11d3-4e6a1e413622;Vertaalde samenvatting TB4;Samenvattende Nederlandse vertaling van de rapportage;105;EUR;45;;Other;0;0;0;;0;45;;;0;0;Intertran;847b31c2-60fd-12f8-3302-4e6a176653bd;Vertaalde samenvatting TBx;32cf228e-d4f9-0bfb-4762-4e6a144561f6;1163
b8dc523a-9b4f-3913-2542-4e6a1e79807a;Vertaalde samenvatting aanvullende scan bij TB;Samenvattende Nederlandse vertaling van de rapportage;20;EUR;5;;Other;0;0;0;;0;5;;;0;0;Intertran;847b31c2-60fd-12f8-3302-4e6a176653bd;Vertaalde samenvatting aanvullende scan bij TB;33f6b1a5-b34d-9d97-f1c0-4e6a149eae3b;1158
bad00e1f-95b0-1d49-b60c-4e6a1ec4c665;Volledige vertaling TB0;Nederlandse vertaling van de rapportage;80;EUR;40;;Other;0;0;0;;0;40;;;0;0;Intertran;847b31c2-60fd-12f8-3302-4e6a176653bd;Volledige vertaling TB0;35220937-5f22-8031-28a2-4e6a14d3c557;1162
bcc357b2-7ed0-a965-d137-4e6a1eccce21;Volledige vertaling TB1;Nederlandse vertaling van de rapportage;205;EUR;110;;Other;0;0;0;;1;110;;;0;0;Intertran;847b31c2-60fd-12f8-3302-4e6a176653bd;Volledige vertaling TB1;364de582-339c-5050-fde2-4e6a1400fbb7;1120
becc520b-2a18-acdb-647a-4e6a1e9214db;Volledige vertaling TB2;Nederlandse vertaling van de rapportage;205;EUR;110;;Other;0;0;0;;1;110;;;0;0;Intertran;847b31c2-60fd-12f8-3302-4e6a176653bd;Volledige vertaling TB2;3776367c-e36e-a71b-0d95-4e6a149472b2;1121
c0ca25bd-6e87-5aa0-6af3-4e6a1e84211c;Volledige vertaling TB3;Nederlandse vertaling van de rapportage;205;EUR;110;;Other;0;0;0;;1;110;;;0;0;Intertran;847b31c2-60fd-12f8-3302-4e6a176653bd;Volledige vertaling TB3;38a23a07-c787-4924-180f-4e6a145a8195;1122
c2c43360-6bfc-9e4c-be5f-4e6a1e093de1;Volledige vertaling TB4;Nederlandse vertaling van de rapportage;225;EUR;125;;Other;0;0;0;;1;125;;;0;0;Intertran;847b31c2-60fd-12f8-3302-4e6a176653bd;Volledige vertaling TB4;39cd02c9-8729-8f70-de6b-4e6a1465e5c7;1123
c4c2b430-8947-1822-ea84-4e6a1e341734;Volledige vertaling aanvullende scan bij TB;Nederlandse vertaling van de rapportage;30;EUR;10;;Other;0;0;0;;1;10;;;0;0;Intertran;847b31c2-60fd-12f8-3302-4e6a176653bd;Volledige vertaling aanvullende scan bij TB;3afa8dab-dfcd-07ba-3661-4e6a14dce878;1125
c6b6ea6d-1110-7475-aa0c-4e6a1e2445e7;Volledige vertaling Gastroscopie;Nederlandse vertaling van de rapportage;45;EUR;22,5;;Other;0;0;0;;0;22,5;;;0;0;Intertran;847b31c2-60fd-12f8-3302-4e6a176653bd;Volledige vertaling Gastroscopie;3c24641e-a99b-ac6e-35d4-4e6a14b1cb69;1159
c8a91d75-5783-678c-8c1a-4e6a1ef23a1b;Volledige vertaling Coloscopie;Nederlandse vertaling van de rapportage;45;EUR;22,5;;Other;0;0;0;;0;22,5;;;0;0;Intertran;847b31c2-60fd-12f8-3302-4e6a176653bd;Volledige vertaling Coloscopie;3d51310b-1674-fc20-d6ad-4e6a1445602f;1160
cafbebcd-bb40-c2e5-01cc-4e6a1e9d51ce;Volledige vertaling Gastroscopie en Coloscopie;Nederlandse vertaling van de rapportage;90;EUR;40;;Other;0;0;0;;0;40;;;0;0;Intertran;847b31c2-60fd-12f8-3302-4e6a176653bd;Volledige vertaling Gastroscopie en Coloscopie;3e7bbec2-d73a-3c77-c1ac-4e6a140f8e81;1161
cd599fb1-3f85-fe9c-bc31-4e6a1ef4327f;Volledige vertaling gerichte scan groot;Nederlandse vertaling van de rapportage;110;EUR;60;;Other;0;0;0;;1;60;;;0;0;Intertran;847b31c2-60fd-12f8-3302-4e6a176653bd;Volledige vertaling gerichte scan groot;3fa72507-ba1a-28f2-2bad-4e6a144d4291;1114
cfb947f6-cc38-783f-d567-4e6a1ea82808;Volledige vertaling gerichte scan klein;Nederlandse vertaling van de rapportage;100;EUR;50;;Other;0;0;0;;1;50;;;0;0;Intertran;847b31c2-60fd-12f8-3302-4e6a176653bd;Volledige vertaling gerichte scan klein;40d251d1-51f2-259d-0f2a-4e6a1473fba6;1115
7559c2e8-83d7-4fbb-ed8e-50740c9564fc;Volledige vertaling TB1 zonder cardio;Nederlandse vertaling van de rapportage;150;EUR;80;;Other;0;0;0;;1;80;;;0;0;Intertran;847b31c2-60fd-12f8-3302-4e6a176653bd;Volledige vertaling TB1 zonder cardio;2d07e0e0-94dd-6103-d0ba-50740c8bf1fe;1116
5336fa90-ab0c-721c-09ca-50740d798a7e;Volledige vertaling TB2 zonder cardio;Nederlandse vertaling van de rapportage;165;EUR;90;;Other;0;0;0;;1;90;;;0;0;Intertran;847b31c2-60fd-12f8-3302-4e6a176653bd;Volledige vertaling TB2 zonder cardio;8dd40735-a40d-4b97-0caf-50740db3a108;1117
8ec20190-7933-c459-f07a-50740f4a185c;Volledige vertaling TB3 zonder cardio;Nederlandse vertaling van de rapportage;165;EUR;90;;Other;0;0;0;;1;90;;;0;0;Intertran;847b31c2-60fd-12f8-3302-4e6a176653bd;Volledige vertaling TB3 zonder cardio;610604fa-82fb-c409-fb85-50740eec80c7;1118
9a622198-7923-0f17-fc26-50740f8e7710;Volledige vertaling TB4 zonder cardio;Nederlandse vertaling van de rapportage;185;EUR;105;;Other;0;0;0;;1;105;;;0;0;Intertran;847b31c2-60fd-12f8-3302-4e6a176653bd;Volledige vertaling TB4 zonder cardio;2c0bfc65-c115-1e2e-33cd-50740f859746;1119
29ad9932-f939-9da0-eec3-5f0873aa9bbc;Volledige vertaling TB5;Nederlandse vertaling van de rapportage;210;EUR;95;0;Other;0;0;0;;1;95;;;0;0;Intertran;847b31c2-60fd-12f8-3302-4e6a176653bd;Volledige vertaling TB5;14db5268-93f7-0658-a0b9-5f0873105423;1124
a966fd77-5667-a485-0e20-67a1cb668c1d;Volledige vertaling Herniapoli;Nederlandse vertaling van de rapportage;150;EUR;80;0;Other;0;0;0;;1;80;;;0;0;Intertran;847b31c2-60fd-12f8-3302-4e6a176653bd;Volledige vertaling Herniapoli;8e5a0050-cf5f-55cd-aba9-67a1cbcaeb4a;1126
